sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10
976,960,823,173,748,889,839,847,726,504
976,960,823,98,741,890,839,847,728,504
976,960,823,91,736,890,841,845,724,509
976,960,823,63,735,889,840,846,720,511
977,960,822,62,746,887,840,849,702,513
977,960,821,59,735,887,841,851,701,514
976,960,823,36,743,887,840,854,702,517
976,960,823,0,733,887,839,856,704,520
976,960,821,0,744,887,836,857,707,520
976,960,822,0,733,887,836,856,704,515
977,960,822,0,742,888,834,849,710,558
976,960,823,0,731,888,833,845,715,551
976,959,824,0,734,889,830,850,723,568
976,960,824,0,735,890,832,847,727,584
976,959,825,0,745,889,836,847,730,590
976,960,826,0,733,889,835,847,727,609
976,960,824,0,732,889,828,840,729,609
976,960,822,0,742,889,816,847,729,619
976,960,819,0,738,889,788,855,715,687
977,960,818,0,721,891,783,835,711,686
976,960,820,0,722,889,778,817,715,630
976,960,817,0,721,887,807,823,730,628
976,959,822,38,739,888,816,841,730,622
976,959,828,211,740,888,823,845,728,636
976,960,828,103,743,887,826,852,713,635
976,960,828,213,744,884,819,858,687,625
976,959,827,197,748,884,823,863,689,627
976,960,827,201,741,884,828,863,666,637
976,960,827,216,749,884,829,871,675,665
976,959,828,214,750,885,830,877,672,694
976,960,828,217,748,884,829,883,663,716
976,960,827,212,742,883,826,886,659,726
976,959,828,211,747,881,827,888,657,737
976,960,829,202,742,881,828,892,663,739
976,960,830,204,743,882,828,894,667,743
976,960,829,203,750,882,827,895,663,746
976,960,829,224,751,883,824,892,663,751
976,959,830,225,751,882,827,895,677,754
976,959,829,224,744,885,830,897,678,758
976,960,831,226,750,883,834,899,684,757
976,960,829,233,747,884,835,904,684,760
976,959,829,233,743,884,835,905,683,750
976,960,830,237,746,885,836,902,684,760
976,959,831,234,749,885,839,903,688,764
976,959,830,237,748,886,838,903,691,771
976,960,830,231,749,886,839,905,690,774
976,960,830,239,744,886,839,906,695,772
976,960,830,235,749,887,840,907,697,770
976,960,829,231,743,888,840,907,699,766
976,960,830,229,748,889,842,907,707,762
976,959,829,231,750,890,843,907,708,754
976,959,829,215,750,890,844,908,708,756
976,959,830,229,746,891,843,908,712,763
976,960,828,212,746,891,843,907,709,753
976,959,829,200,747,891,845,908,712,739
976,959,824,167,736,893,845,907,718,725
976,959,828,158,740,894,846,909,719,739
976,960,825,167,737,894,844,908,723,741
976,959,825,167,737,895,843,907,728,732
976,960,825,162,744,894,845,910,730,727
976,959,825,168,739,895,844,911,726,740
976,960,827,166,746,893,845,911,726,742
976,959,825,165,742,894,847,911,728,741
976,960,826,113,742,894,849,912,726,749
976,959,827,85,731,894,848,912,727,755
976,959,825,83,728,893,847,913,727,753
976,959,826,103,731,895,848,912,727,756
976,959,826,155,743,894,846,912,728,759
976,959,824,156,741,894,845,913,729,759
976,959,823,165,736,894,847,914,730,760
976,960,823,166,737,894,847,914,730,763
976,959,824,167,736,894,847,915,731,763
976,960,822,195,739,894,847,915,732,765
976,959,823,197,741,894,848,916,732,764
976,960,823,200,739,895,848,917,732,765
976,959,824,210,746,895,848,916,732,769
976,959,823,213,747,895,849,915,733,767
976,960,822,209,747,895,850,917,733,755
976,959,822,212,747,895,848,917,724,758
976,960,821,212,747,895,846,918,713,762
976,960,823,205,744,894,845,918,717,767
976,959,822,214,743,896,847,919,722,769
976,960,821,211,742,896,848,920,723,769
976,960,821,210,747,895,849,920,724,771
976,959,822,234,745,896,850,921,723,772
976,960,824,223,751,895,850,921,724,779
976,959,822,224,749,896,848,921,724,783
976,959,822,218,745,896,851,921,724,783
976,960,822,218,742,895,850,921,725,786
976,959,822,219,749,896,851,922,724,788
976,960,823,219,745,896,851,922,725,788
976,960,821,210,750,896,851,922,726,789
976,959,821,212,743,896,851,922,725,788
976,960,823,212,747,896,852,923,726,789
976,959,823,213,748,896,850,922,726,788
976,959,822,214,743,896,852,923,727,790
976,960,821,214,749,896,853,923,727,791
976,960,821,191,743,895,853,923,726,793
976,959,820,212,749,896,852,923,724,793
976,960,823,216,752,896,853,923,727,790
976,959,821,216,750,896,853,923,727,794
976,960,821,218,751,896,852,923,727,796
976,960,821,222,750,896,856,923,725,800
976,960,823,203,750,896,857,924,719,805
976,959,823,224,747,896,856,924,722,807
976,959,821,229,752,897,857,923,721,806
976,960,822,229,750,896,858,924,722,809
976,959,821,230,750,896,857,924,720,811
976,960,823,230,750,896,857,925,721,812
976,960,822,227,746,896,856,924,722,813
976,959,821,231,746,897,857,924,720,812
976,959,822,231,746,897,857,924,718,814
976,960,821,231,748,896,857,926,716,813
976,959,822,229,751,897,858,925,721,814
976,960,823,232,747,897,859,925,721,817
976,960,823,231,748,896,859,925,721,820
976,960,823,231,749,896,857,925,724,825
976,960,824,232,748,894,856,925,725,828
976,960,825,231,749,892,857,925,720,832
976,959,824,217,746,892,858,925,716,839
976,959,825,189,745,882,857,920,705,846
976,959,824,179,744,879,863,918,702,852
976,959,825,186,743,880,865,916,698,854
976,960,825,188,736,881,866,913,699,858
976,959,826,186,743,882,866,914,702,863
976,959,827,183,742,882,867,915,711,866
976,960,826,183,738,883,865,915,712,866
976,959,826,179,745,886,866,915,715,867
976,960,825,181,742,886,866,917,717,869
976,960,826,182,746,888,865,918,722,871
976,959,825,184,744,889,866,918,721,873
976,960,826,185,737,889,864,918,720,872
976,960,825,187,744,890,865,919,718,874
976,960,827,186,741,890,865,919,718,878
976,959,825,186,745,889,868,919,719,877
976,960,826,184,744,890,866,920,719,879
977,959,825,185,740,890,867,920,719,880
976,959,825,188,739,891,866,921,719,880
976,959,825,192,745,891,866,920,720,881
976,959,825,187,746,891,866,921,722,880
976,960,823,185,745,891,865,923,723,881
976,959,825,187,738,891,865,924,725,881
976,960,824,187,741,891,865,925,726,882
976,959,823,192,740,892,866,925,725,881
976,959,827,190,746,892,868,926,724,882
976,959,828,187,747,891,867,926,723,882
976,959,828,191,740,892,868,926,726,882
976,960,828,186,739,892,868,926,725,881
976,959,826,187,740,892,869,926,722,882
976,960,825,188,739,892,869,923,718,882
977,960,824,186,747,892,869,924,720,883
976,959,827,189,747,892,870,923,721,882
976,959,827,188,747,892,869,924,722,883
976,959,827,187,747,892,869,925,717,883
976,960,827,190,745,892,870,925,717,883
976,960,827,189,741,892,868,926,716,884
977,959,828,191,748,892,868,925,718,884
976,960,827,192,743,893,869,926,718,885
976,959,827,191,743,893,866,925,730,884
976,960,825,193,747,894,866,925,730,884
976,959,826,192,749,894,866,926,733,885
976,959,826,191,745,894,867,923,733,885
976,960,825,192,747,894,869,924,736,887
976,959,824,192,747,894,869,923,738,888
976,959,824,186,740,894,870,923,739,888
976,959,826,185,748,893,871,924,739,889
976,959,826,187,740,894,871,924,740,889
976,960,825,187,748,894,870,926,741,889
976,960,826,184,742,894,872,925,739,890
976,960,826,184,740,895,872,926,739,889
976,959,824,188,739,895,872,927,738,889
976,960,825,187,746,895,872,927,738,889
976,960,827,186,739,895,873,926,738,889
976,959,827,186,743,895,872,926,738,890
976,960,825,189,739,896,873,927,739,890
976,960,825,190,741,895,874,927,739,890
976,959,825,189,740,895,874,927,740,891
976,960,825,193,746,895,874,927,740,891
976,960,824,192,741,895,874,927,740,891
975,959,824,198,747,895,875,927,740,891
976,959,825,195,747,895,875,927,739,891
976,960,826,192,743,895,874,928,740,891
976,959,825,189,745,895,874,928,739,890
976,960,826,192,740,895,876,928,738,891
976,959,823,193,748,895,875,928,738,891
976,959,825,189,739,895,875,928,738,891
976,960,825,191,740,895,875,928,738,891
976,960,824,195,746,895,875,927,738,892
976,960,823,195,746,895,875,928,738,891
976,959,821,193,747,895,876,928,737,892
976,960,825,195,746,895,876,928,738,892
976,960,823,197,744,895,876,928,738,893
976,959,824,197,740,895,876,928,737,893
976,960,824,198,746,896,877,928,737,893
976,960,825,197,747,895,876,928,735,893
976,959,825,197,745,896,877,928,732,894
976,960,823,199,748,896,877,928,730,894
976,960,822,206,741,895,877,928,729,895
976,959,822,202,745,895,878,928,731,894
976,959,825,181,744,896,878,928,731,895
976,960,824,183,741,895,878,928,732,895
976,960,823,182,745,894,879,927,737,893
976,960,821,188,742,893,877,928,739,895
976,959,822,187,740,894,877,928,735,895
976,960,821,190,744,894,878,929,736,894
976,959,822,183,738,893,875,928,736,895
976,959,822,188,740,894,875,928,724,894
976,960,823,191,742,893,876,929,722,893
976,959,824,189,736,893,873,929,724,894
976,960,823,188,743,893,872,929,721,894
976,959,825,189,741,894,875,930,724,894
976,960,826,191,744,894,876,930,727,894
976,959,825,194,746,893,876,930,723,894
976,959,828,198,747,894,877,929,720,894
976,960,826,198,743,894,876,930,721,893
976,959,827,191,743,893,877,930,716,894
976,959,827,192,738,894,876,930,719,894
976,960,828,184,738,893,877,931,720,894
976,959,828,182,737,893,877,931,719,894
976,960,826,180,741,892,876,931,720,895
976,960,827,188,738,893,878,931,718,894
976,959,825,214,737,893,877,931,716,895
976,960,828,233,743,893,878,931,717,894
976,959,828,237,739,893,878,931,716,895
976,959,829,238,740,894,878,931,715,895
976,960,829,239,744,893,879,932,717,895
976,959,829,227,739,893,880,931,716,894
976,959,829,223,740,894,880,931,719,894
976,959,829,142,727,893,881,931,718,894
976,960,829,126,725,893,881,932,719,894
976,959,828,87,737,893,879,931,720,893
976,959,829,86,723,893,881,931,723,894
976,960,829,63,732,893,882,932,725,894
976,959,829,44,733,893,882,932,727,894
976,960,827,48,734,895,883,931,732,893
976,960,827,51,734,894,882,932,735,893
976,959,828,49,732,895,883,931,734,892
976,960,828,47,732,895,883,932,736,894
976,959,828,58,734,895,883,931,736,894
976,960,829,106,737,894,884,931,738,894
976,959,828,107,737,894,885,931,736,894
976,959,828,151,740,895,884,931,735,894
976,959,830,185,746,895,883,931,734,894
976,959,829,215,747,895,884,932,735,895
976,959,829,226,747,895,883,931,732,896
976,960,829,214,747,896,884,931,731,895
976,960,828,218,741,895,884,932,732,896
976,959,829,213,746,895,883,931,731,896
976,960,829,216,745,896,883,932,734,897
976,960,829,223,747,895,883,931,734,897
976,959,829,228,746,896,884,931,731,897
976,959,828,222,748,895,884,931,732,897
976,960,829,221,742,895,884,932,733,898
976,959,829,221,746,896,885,932,734,898
976,959,828,219,743,896,885,932,733,898
976,959,829,213,745,896,885,931,734,898
976,960,828,215,745,896,885,932,735,899
976,959,829,211,745,895,885,931,732,899
976,960,829,224,744,896,885,933,733,899
976,959,826,218,743,896,885,932,734,899
976,960,826,219,739,896,886,932,732,899
976,959,825,214,742,896,886,932,732,899
976,960,827,184,729,896,886,932,731,900
976,960,826,191,741,895,886,932,733,900
976,959,825,174,734,896,886,932,733,900
976,960,826,180,739,896,886,932,733,900
977,959,825,176,738,896,886,932,732,900
976,960,828,182,733,896,886,932,731,901
976,959,829,180,742,896,886,932,732,902
976,959,827,182,731,897,887,932,732,900
976,960,828,181,734,895,886,932,731,901
976,959,825,190,732,896,887,932,731,901
976,960,826,188,736,895,885,932,733,902
975,960,825,182,735,896,886,932,734,902
976,960,829,188,734,896,888,932,733,902
976,959,827,187,736,895,887,932,733,902
976,960,825,193,740,896,887,932,733,902
976,960,827,195,737,896,886,933,734,902
976,959,827,191,742,896,886,932,733,902
976,960,827,191,742,896,886,933,726,901
975,959,828,193,738,894,887,932,726,902
976,960,829,191,737,894,887,932,721,901
976,960,830,193,739,893,886,932,719,900
976,959,827,231,743,890,888,933,713,900
976,960,827,231,743,891,887,933,705,899
976,960,826,238,743,891,887,933,709,900
976,959,828,242,745,891,885,933,708,899
976,960,827,246,740,892,884,933,712,899
976,959,828,255,741,892,884,934,712,900
976,959,827,256,745,892,885,933,710,900
976,960,827,259,747,892,883,933,708,900
976,960,827,257,741,893,884,934,713,900
976,959,828,259,746,894,885,933,713,901
976,959,828,260,747,894,885,933,710,899
976,960,827,260,742,894,886,934,714,899
976,959,829,258,746,893,885,934,714,898
976,959,828,255,747,895,885,933,712,897
976,960,826,225,738,894,885,934,715,897
975,959,821,217,741,894,886,933,719,896
976,960,822,215,740,894,879,933,718,895
976,959,822,209,750,895,882,933,727,895
976,959,820,205,740,896,880,934,725,894
976,960,820,197,743,896,881,933,730,894
976,960,818,192,740,896,884,933,731,895
975,960,813,194,742,896,884,933,737,895
976,959,811,199,743,897,883,933,742,896
976,959,811,234,750,897,884,931,743,895
976,960,811,235,747,896,886,932,747,894
976,959,814,234,748,897,886,932,748,892
976,960,821,238,749,897,888,932,750,891
975,959,816,235,749,897,887,932,752,888
975,959,816,250,751,897,889,931,753,889
975,960,817,254,752,897,889,931,753,889
976,960,821,254,752,897,890,931,754,888
976,959,821,252,750,897,889,932,756,887
975,959,816,253,747,897,889,931,754,885
976,960,816,246,746,898,889,931,751,883
976,959,817,246,747,897,883,931,746,883
976,959,819,252,752,897,881,931,743,884
976,960,821,237,749,895,876,931,742,884
976,960,820,216,743,896,877,932,739,886
976,959,819,197,743,896,877,934,739,885
976,960,818,191,743,896,875,933,732,887
976,960,820,189,741,897,876,933,733,885
976,960,819,188,747,896,874,934,730,885
976,959,821,192,748,896,872,933,726,886
976,959,820,264,747,896,868,934,726,887
976,960,819,308,750,895,864,933,726,886
976,959,821,362,748,895,864,933,728,888
975,959,823,337,752,895,869,934,730,890
976,960,822,271,742,897,875,934,723,891
976,959,821,279,749,897,873,934,724,889
976,960,824,237,749,897,870,934,725,889
976,960,823,272,749,896,870,935,727,887
976,959,824,245,747,896,871,934,732,888
976,960,825,297,750,897,872,934,732,888
976,960,824,182,743,897,875,935,733,889
976,959,823,220,752,897,877,934,733,888
976,960,822,186,748,898,878,934,736,888
976,959,822,235,749,898,877,934,740,888
976,959,823,306,750,898,878,933,739,888
975,960,822,240,751,897,880,933,742,889
976,960,824,245,752,897,877,933,743,888
976,960,824,243,751,897,879,933,745,887
975,959,823,190,739,897,879,932,746,889
976,960,821,202,749,897,879,933,746,889
976,959,822,192,746,897,877,933,748,890
976,959,821,189,740,897,879,933,749,890
976,960,822,200,745,898,880,934,746,890
976,960,822,228,745,897,877,934,740,891
976,960,823,240,740,897,873,934,740,894
976,960,826,244,750,897,872,934,743,894
975,959,825,239,748,897,870,934,743,892
976,960,826,244,738,896,869,935,741,893
976,960,825,243,746,896,869,935,741,893
976,959,826,243,755,896,869,935,741,893
976,959,825,226,750,896,870,935,740,892
976,959,827,237,753,896,870,935,741,893
975,959,826,236,753,896,857,935,741,892
976,959,826,234,753,894,858,935,741,891
976,959,825,238,736,894,857,935,742,892
976,959,825,295,747,895,860,936,739,893
976,959,825,327,743,895,860,935,737,893
976,960,825,238,744,895,863,936,736,894
976,959,826,242,748,894,863,936,736,895
976,959,824,188,738,895,865,935,737,895
976,960,825,170,744,895,866,935,733,894
976,959,825,208,739,894,865,935,734,895
976,959,826,229,744,896,870,935,737,895
976,960,826,184,735,897,871,934,738,896
976,960,826,205,745,897,867,934,743,893
976,959,826,229,746,896,862,934,745,891
976,959,827,229,751,893,855,934,749,891
976,959,827,227,743,895,850,934,752,889
976,960,826,233,748,894,846,934,755,890
976,959,828,237,748,894,858,933,758,890
976,959,827,221,746,896,866,934,758,892
975,960,826,180,749,896,866,935,759,894
976,959,827,204,747,896,865,935,759,894
976,959,827,230,752,896,864,936,759,893
976,959,827,235,746,896,863,936,758,894
976,959,826,236,754,895,859,935,759,894
976,960,826,246,748,896,851,935,761,895
976,959,826,244,751,896,847,935,760,895
976,959,826,245,749,896,847,935,758,893
976,960,827,246,751,896,848,936,759,895
976,959,827,238,748,896,840,936,758,895
976,959,827,215,743,896,838,935,760,894
976,959,827,216,747,894,836,935,759,894
976,960,827,235,748,893,840,935,760,894
976,959,825,225,746,894,846,935,761,895
976,959,826,237,749,895,849,936,762,896
976,959,824,246,747,895,855,936,759,896
976,960,821,248,748,895,852,936,756,897
976,959,823,240,749,895,851,935,756,899
976,960,822,241,746,895,848,934,755,898
976,960,825,242,739,895,850,933,755,897
976,959,825,234,746,895,849,933,756,896
976,959,825,250,738,895,850,934,752,896
976,959,824,249,740,894,853,934,753,896
976,960,825,241,743,895,851,934,756,896
976,960,825,243,743,893,849,934,754,896
976,959,825,243,747,893,841,934,755,898
976,959,824,242,742,894,837,934,756,897
975,960,825,242,740,891,838,934,758,897
976,959,826,227,744,890,840,933,757,896
975,960,824,243,741,892,842,934,756,897
976,959,826,244,744,891,843,934,757,898
976,959,825,240,748,892,845,933,743,898
976,959,826,241,739,891,843,932,739,897
976,959,825,242,746,892,846,933,742,898
976,959,823,243,740,893,848,933,744,898
975,959,822,233,742,893,847,933,743,899
976,960,825,232,743,893,850,934,746,899
976,960,826,232,736,892,849,933,749,899
976,959,823,228,742,893,850,934,751,900
975,960,824,226,739,893,850,934,751,899
976,959,824,209,734,893,846,934,749,900
975,959,825,214,735,892,845,934,752,901
976,959,824,211,732,893,848,934,758,901
976,959,823,211,736,894,853,934,759,902
976,959,823,203,731,894,857,933,758,903
976,959,824,199,738,894,857,934,757,904
976,959,825,200,737,894,856,934,759,904
975,959,824,205,734,895,857,933,756,904
976,959,824,215,739,894,857,934,755,904
975,959,824,221,739,894,856,933,757,905
976,960,825,226,739,894,857,934,757,906
976,959,823,219,740,894,857,934,758,906
976,959,825,201,738,895,857,934,759,908
976,960,825,202,736,895,859,934,760,908
976,959,824,202,739,895,859,933,760,909
975,960,824,205,733,896,858,934,761,908
976,959,823,203,738,895,857,934,762,909
976,959,823,199,738,896,859,934,758,909
976,960,823,200,739,895,860,934,759,910
975,959,824,198,742,895,859,934,756,911
976,960,824,198,741,896,858,934,759,911
975,959,823,197,739,896,858,935,760,912
976,959,823,199,737,896,859,934,760,912
975,960,823,193,741,896,859,935,760,912
975,959,826,218,742,896,858,934,761,913
976,959,827,220,745,897,857,934,761,913
976,960,825,226,745,897,857,935,762,913
975,959,826,222,743,896,857,934,761,913
976,959,824,226,743,897,857,934,761,913
975,960,825,228,739,896,856,934,763,913
976,959,824,228,740,897,855,934,763,914
975,959,823,221,742,897,856,934,764,914
976,960,823,222,740,897,856,934,764,914
975,959,822,208,743,898,856,934,763,914
976,960,824,207,736,898,856,935,764,914
975,960,822,202,736,897,855,935,764,914
975,959,823,201,736,898,854,934,764,914
975,959,822,185,738,898,853,934,764,914
976,960,823,191,740,898,851,935,764,915
976,959,824,197,741,897,852,935,764,915
976,959,823,190,740,897,852,934,765,915
975,959,823,191,733,898,851,934,764,915
976,960,823,194,738,898,850,935,764,915
976,959,825,193,742,898,849,935,764,915
976,959,822,194,740,898,849,935,764,916
976,960,822,189,735,898,848,935,764,915
975,959,823,189,735,898,846,935,765,916
976,960,822,188,735,898,846,935,765,915
975,960,821,190,741,898,845,936,766,916
976,959,820,191,740,898,838,935,765,916
976,960,821,191,741,897,840,936,766,916
975,959,820,189,741,898,840,935,765,916
976,960,821,185,734,898,833,936,764,916
976,960,823,212,733,897,822,935,763,916
975,959,825,213,736,897,836,934,764,916
976,959,825,232,741,898,850,935,765,917
976,960,826,233,739,897,845,935,765,917
975,959,824,239,742,898,840,935,766,918
975,960,822,249,743,898,845,935,765,918
975,959,821,249,738,897,842,936,764,919
975,959,820,252,745,898,833,936,763,919
976,959,822,250,742,897,833,936,759,919
975,959,822,253,737,897,830,936,760,920
975,960,824,252,736,895,834,936,760,920
975,959,822,250,743,896,833,936,760,920
975,960,821,250,743,896,835,936,758,920
975,960,823,248,741,896,834,937,761,919
976,959,820,248,742,896,832,936,762,920
976,959,821,242,735,897,824,936,763,920
976,959,821,228,738,896,827,937,766,920
976,959,822,223,738,897,827,937,767,919
976,960,823,220,735,897,832,937,767,920
975,959,822,194,734,897,836,937,767,920
975,959,822,187,733,897,843,936,764,920
976,959,822,189,732,897,845,936,763,920
975,960,823,172,736,897,846,937,763,920
976,959,822,175,737,897,846,937,765,920
975,959,822,175,736,897,845,936,766,919
975,959,822,169,729,895,836,937,762,918
976,959,822,176,737,895,831,937,763,919
976,959,822,166,733,896,829,937,764,919
975,959,820,88,719,895,824,937,767,919
976,960,820,81,727,895,822,937,767,919
975,958,820,75,727,895,818,936,767,920
976,960,821,82,724,895,818,937,767,919
976,959,820,73,725,896,819,937,768,920
976,959,821,71,712,897,825,937,767,920
975,959,820,70,714,897,829,937,767,920
975,959,822,92,724,897,825,937,770,921
976,959,819,75,719,897,821,936,770,921
975,959,821,78,730,897,817,935,769,921
976,959,820,104,724,897,811,935,769,921
975,959,821,118,730,897,805,935,769,922
976,959,820,112,729,897,805,935,769,921
976,959,820,116,729,898,799,935,769,921
976,959,821,142,724,898,791,935,769,921
976,959,820,122,726,897,793,934,769,921
976,959,820,111,726,898,801,934,769,921
975,959,821,113,731,897,807,934,770,921
976,959,820,107,722,898,812,934,770,921
975,959,821,91,722,898,817,934,770,921
975,959,821,104,730,898,823,934,770,922
975,959,820,108,722,897,824,934,770,921
976,960,820,103,725,898,826,933,769,920
976,959,818,68,717,898,826,934,769,920
976,959,820,73,725,898,827,935,770,920
976,959,821,161,733,898,827,935,770,920
976,960,820,169,731,898,827,935,771,920
975,960,820,202,738,898,828,935,771,921
976,959,821,201,735,898,829,935,770,921
975,959,820,219,737,898,830,935,771,921
976,959,820,232,739,899,833,935,771,922
975,959,821,233,743,899,838,935,771,921
976,959,821,234,742,899,840,935,770,920
976,959,819,228,741,899,836,935,771,920
975,959,821,231,743,899,832,935,771,920
975,960,821,217,743,898,829,935,770,921
975,959,820,216,743,899,835,935,771,921
976,960,821,219,744,899,838,935,771,921
975,959,820,212,744,899,837,936,771,921
975,959,822,220,741,899,840,936,771,922
975,960,820,207,745,899,840,935,771,922
976,960,820,216,744,899,842,935,771,922
975,959,820,218,741,899,842,935,770,921
975,959,819,214,744,899,841,935,769,921
976,959,820,216,744,899,842,936,769,921
976,959,820,214,739,899,835,935,769,921
976,959,819,210,741,899,830,935,769,921
976,959,819,209,744,899,826,935,770,920
975,959,820,202,745,899,825,936,769,919
975,959,820,202,745,899,820,936,770,918
976,960,819,188,738,899,826,936,770,916
976,960,820,186,737,898,828,937,771,916
975,959,819,179,741,899,822,936,771,916
975,960,819,183,743,898,823,936,771,916
976,959,819,165,735,898,825,936,771,917
975,959,819,173,734,898,827,936,771,916
976,959,819,178,744,898,816,930,765,917
976,959,819,185,752,898,799,919,763,917
976,959,824,184,765,901,797,914,761,917
976,960,826,194,770,898,718,912,750,911
976,960,824,184,769,896,675,908,742,906
976,959,815,179,762,899,663,910,745,904
976,960,815,218,773,891,645,911,744,901
976,960,817,236,774,892,651,912,759,899
976,960,818,224,761,894,663,909,761,898
976,960,822,187,760,890,694,908,759,899
975,960,826,182,744,890,735,914,756,898
975,960,826,186,744,890,764,917,749,900
975,960,824,186,741,889,786,916,746,900
976,960,823,178,737,890,789,917,753,900
976,960,824,177,734,886,774,919,756,901
975,960,822,180,734,888,787,920,755,902
975,960,822,192,742,890,794,922,760,901
975,960,819,214,736,888,803,925,756,902
976,959,819,221,739,889,805,925,755,904
975,960,819,223,738,889,806,926,758,903
976,960,822,232,745,889,804,927,760,903
975,960,822,233,743,889,800,927,761,902
976,960,822,234,742,890,801,927,761,902
976,960,822,235,746,890,801,927,763,901
975,960,822,236,745,890,800,927,762,902
976,960,824,232,744,891,803,927,763,903
975,960,824,239,740,892,807,927,762,902
976,960,825,238,747,891,806,928,763,903
975,959,824,237,746,891,808,928,764,902
976,960,827,236,739,891,810,928,765,903
975,960,825,235,745,892,811,928,764,903
975,960,826,233,746,891,812,927,765,903
976,960,827,226,741,891,814,927,765,904
976,960,827,219,744,892,815,927,765,903
976,959,827,211,739,892,813,926,764,903
976,960,826,210,750,892,815,927,767,904
976,960,827,213,751,891,817,927,767,904
976,960,826,211,742,892,818,927,767,905
976,960,827,211,741,891,817,927,768,906
975,960,827,216,751,892,814,925,769,907
976,960,827,220,745,892,814,926,770,907
975,960,828,221,747,893,817,925,770,908
975,960,826,219,748,893,812,925,769,909
976,960,827,221,744,892,799,925,771,909
975,960,828,212,750,893,797,924,770,910
976,959,827,215,748,893,801,922,770,910
976,960,827,212,748,893,789,923,771,910
976,959,828,219,750,895,780,918,769,909
976,960,829,205,745,894,651,919,771,910
976,960,831,202,745,891,656,917,771,909
976,960,832,208,743,891,653,917,776,905
976,960,833,217,745,892,650,919,778,905
976,960,833,215,737,890,642,918,778,906
976,959,833,210,743,890,639,919,779,905
976,960,834,215,740,893,645,919,782,903
976,960,830,206,743,894,653,920,782,899
976,960,825,207,737,896,649,921,782,896
976,960,825,212,740,894,650,922,779,895
976,960,825,208,737,894,647,923,778,897
976,959,825,214,744,893,642,923,777,897
976,960,829,219,743,893,655,923,777,898
976,960,828,222,745,893,658,923,777,897
976,960,828,225,747,893,660,924,778,895
